,Unnamed: 0,CourseName,CourseTag,Content,Down-votes,Up-votes,User,label
399,418,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",广场 音乐 音乐厅 音乐 听 区别 ,0,0,网易上海市嘉定区手机网友：,0
400,419,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",半个月 亮 爬上 感觉 炸裂 ,0,1,网易安徽省芜湖手机网友：,0
401,420,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",请问 下载 ,0,1,网易广东省广州网友：,2
402,421,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",喜欢 京调 同学 表演 太 出色 ,0,0,网易广东省广州手机网友：,1
403,422,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",乐手 教授 充满 激情 讲解 面 表情 百无聊赖 感到 遗 音乐 想往 想 聆听 音乐 配合 教授 ,0,0,网易广东省广州手机网友：,1
404,423,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",国内 交响乐 普及 做 太 少 华南理工赞 ?? 听 众席 同学 太 少 ,0,1,网易广东省广州手机网友：,0
405,424,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},", 未 ?真 咿 W 校 里  ?,0,0,网易浙江省杭州网友：,0
406,425,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",五声 神韵 几首 民族 歌曲 巧妙 配合 体现 深厚 中国 民族 传统 文 有意 民族 世界 ,0,1,网易广东省梅州网友&nbsp;诗诗空间： ,0
407,426,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",学院 管乐队 管乐团 同学 节 课 收 ,0,1,网易广东省梅州网友&nbsp;诗诗空间： ,0
408,427,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",巴伯 柔板 找 ,0,0,网易广东省深圳网友：,0
409,428,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",基础 想 浅 尝 辄止 不错 ,0,1,网易江苏省镇江网友：,3
410,429,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",首 老师 作 ,0,0,网易广东省广州手机网友：,1
411,430,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",位 老师 讲 激情 讲 感谢 老师 学 东西 感谢 ,0,1,网易重庆市渝北区网友：,1
412,431,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",何平 老师 辛苦 ,0,1,网易四川省宜宾网友&nbsp;阳光不锈61736339： ,1
413,432,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",巴伯 弦 乐 柔版 意 犹 未 真 好听 民歌 走 西口 有风！弦乐队 多个 声部 集合 钟情 竖琴 声 ,0,1,网易广东省梅州网友&nbsp;诗诗空间： ,3
414,433,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",听 弦 乐 合奏 希望 学院 弦 乐 ,0,2,网易广东省梅州网友&nbsp;诗诗空间： ,0
415,434,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",谢谢华南理工大学 提供 音乐 提升 课程 谢何 教授 谢所有 演出 老师 同学 反复 倾听 真 收益 太 ,0,1,网易北京市丰台区手机网友&nbsp;有态度网友074JX1： ,3
416,435,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",老师 讲 太 ,0,0,网易广东省广州手机网友&nbsp;有态度网友06LYBH： ,1
417,436,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",谢谢 老师 讲 听 谢 老师 付出 ,0,0,网易北京市昌平区手机网友&nbsp;有态度网友06ItN6： ,1
418,437,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",禾楼 印象 原始 土著 巫术 舞蹈 感觉 ,0,0,网易辽宁省沈阳手机网友：,0
419,438,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",感谢 网易 感谢 老师 精心 课程 交响乐 初步 下边 学 黑 ,0,0,网易辽宁省沈阳手机网友：,3
420,439,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",基础 想 浅 尝 辄止 听 完 课程 听 交响乐 起码 交响 乐队 几个 声 学 听曲 辩 乐曲 提升 自我 品 教授 辛苦 赞 ,0,3,网易江苏省镇江网友：,3
421,440,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",一口气 完 讲 意 犹 未 喜欢 柴可夫斯基 提到 重头 老师 讲 太 ,0,1,网易广东省广州手机网友：,3
422,441,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",禾楼 印象 鬼子 进 村 感觉 ,3,2,网易广东省深圳网友：,0
423,442,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",学生 演奏 贝三 差 太 听 累 ,0,1,网易江西省新余手机网友&nbsp;低调有内涵： ,0
424,443,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",喜欢 课程 学者 帮 谢谢 ,0,1,网易河北省廊坊手机网友：,0
425,444,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",2013. 10. 交响乐 课程 学 课 有价 提高 音乐 欣赏 ,0,1,网易广东省梅州网友&nbsp;诗诗空间： ,3
426,445,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",节 课 听到 贝多芬 第三 交响曲 好兴 ,0,0,网易广东省梅州网友&nbsp;诗诗空间： ,0
427,446,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",节课 节 课 性 课程 好不舍 真 学 东 希望 何平 教授 开 网络 课 专业 学 指挥 综合性 知识 ,1,1,网易广东省梅州网友&nbsp;诗诗空间： ,3
428,447,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 时间 品味 ,1,5,网易江苏省南京网友&nbsp;牛皮吹大了： ,0
429,448,华南理工{##大学##}{##公开课##}：走进交响音乐的世界,"何平,华南理工{##大学##},交响乐,{##中国##}{##大学##}{##视频##}{##公开课##},",教授 讲 点 交响乐 知识 ,0,0,网易广东省珠海网友：,1
430,449,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",1. 艺术 史定 标 b r 权利 中国 眼光 一种 标准 看待 艺术 史 一种 研究 参与 感觉 一种 融入 愿 b r 误取 这是 平常 事情 说 纠正 误取 误取 才有 美丽 事物 ,0,1,网易吉林省松原网友&nbsp;有态度网友06sT9E： ,0
431,450,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",期待 中 西方 艺术 史 讲 课 大学 里 都是 开来 间 异同 猜测 听 老师 课 茅塞顿开 ,1,1,网易黑龙江省哈尔滨网友&nbsp;Crol： ,3
432,451,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",富有 哲理 优美 讲述 ,0,2,网易广西壮族自治区南宁网友：,1
433,452,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",十七世纪 节 挺 难 懂 ,0,0,网易山西省太原网友：,0
434,453,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",艺术 历史 老师 讲授 中 人性 历史 哲学 感谢 老师 精彩 讲授 开启 智慧 透悟 人生 ,0,0,网易甘肃省天水网友&nbsp;chenweilin64624： ,0
435,454,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",无限 感慨 历历 回 高中 艺术 老师 觉悟 知识 架构 语言 魅 艺术 生 初学 艺术 培养 升学 分数 前途 学习 艺术 靠近 艺术 思想 境界 少 激发 潜质 未来 艺术 b r 历史 诉说 学 史 明晰 古今 ,0,1,网易甘肃省手机网友&nbsp;有态度网友07gUj_： ,0
436,455,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",朱青生 教授 讲授 受益匪浅 感 感谢 网 易 公开 课 平台 ,0,1,网易河南省南阳手机网友&nbsp;有态度网友071VTW： ,3
437,456,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",图像 解说 精彩 ,0,0,网易北京市大兴区手机网友：,2
438,457,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",感谢 朱 老师 无私 分享 感谢 网易 平台 感谢 赋予 东西合璧 托 人类 艺术 明珠 历史 使命 ,0,12,网易湖北省武汉网友：,1
439,458,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",感谢 朱 老师 无私 分享 b r b r> 感谢 网易 平台 <b r b r> 感谢 赋予 东西合璧 托 人类 艺术 明珠 历史 使命 ,0,5,网易上海市闵行区网友：,1
440,460,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",艺术 概论 学习 ,0,0,网易山东省青岛手机网友：,0
441,462,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",额 感觉 舌头 结 ,0,0,网易四川省成都手机网友：,1
442,463,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",感谢 老师 感谢 网易 ,0,0,网易山东省济宁手机网友：,0
443,464,北京{##大学##}{##公开课##}：艺术史,"北京{##大学##},艺术史,{##中国##}{##大学##}{##视频##}{##公开课##},",完 讲座 这是 一种 穿透 历史 祈求 永恒 姿态 艺术 史 人类 历史 人类 精神 世界 发展史 懂得 回望 懂得 预见 未来 ,0,1,网易辽宁省沈阳手机网友：,0
444,465,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",感谢 网易 在家 听 专家 授课 提升 素养 ,0,1,网易广东省佛山手机网友&nbsp;oep2jt2gjt7d4a1036d566f06a8b80ae0067f7ecc3： ,3
445,466,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",真 听 不厌 ,0,0,网易湖北省随州手机网友&nbsp;dengyunfei1982126： ,0
446,467,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",阅读 论语 孟子 禅宗 闲暇 时间 观看 赵 老师 讲课 中国 文化 传统 感谢 赵 老师 网 易 ,0,4,网易广东省手机网友&nbsp;胡伟俊： ,0
447,468,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 太 赞 ,0,9,网易山东省济南网友&nbsp;东方正气： ,1
448,469,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",满腹经 超赞 ,0,1,网易新疆维吾尔自治区乌鲁木齐手机网友&nbsp;有态度网友0747al： ,1
449,470,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",越来越 精彩 ,0,2,网易湖北省武汉网友：,0
450,471,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",老师 知识 渊博 ,0,2,网易黑龙江省哈尔滨网友&nbsp;珍珠和尚： ,1
451,472,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",老师 大儒 ,0,1,网易贵州省遵义网友&nbsp;有态度网友07Da-w： ,1
452,473,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",每次 新 收获 ,0,0,网易山东省潍坊手机网友&nbsp;有态度网友06Od6a： ,3
453,474,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",喜欢 老师 讲课 风格 学贯 古今中外 卖 弄 文采 讲课 得心应手 知识 信手拈来 超赞 ,0,1,网易山东省临沂手机网友：,1
454,475,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 真 讲 透 老子 思想 增加 知识 不可多得 老师 ,0,0,网易江西省赣州网友：,1
455,476,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",政治家 境界 太 知 最次 侮 ,0,5,网易江苏省南京手机网友&nbsp;qiuxiang： ,0
456,477,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 几天 更新 课程 期 ,0,1,网易广东省深圳网友：,0
457,478,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 真 大学 老师 逃课 ,0,0,网易辽宁省沈阳手机网友&nbsp;oep2jt1ss_93e78f1e15082dc98c3da2607d08139a： ,0
458,479,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",拍学生 镜头 都是 漂亮 妞 ,0,0,网易江苏省南京手机网友&nbsp;原力的觉醒： ,0
459,480,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",中国人 韭菜 ,0,0,网易江苏省南京手机网友&nbsp;原力的觉醒： ,0
460,481,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",都是 宣传 口号 骗人 广告 ,2,2,网易江苏省南京手机网友&nbsp;原力的觉醒： ,0
461,482,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",学生 都是 晒 黑 黑 树 树 重点 大学 ,0,0,网易江苏省南京手机网友&nbsp;原力的觉醒： ,0
462,483,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",貌取 失 子 羽 言 取 失 宰予 ,1,8,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友06xN7Z： ,0
463,484,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},","貌取 失 子 羽, 言取 失 宰予 ",1,2,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友06xN7Z： ,0
464,485,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 教授 课 太 精彩 深入浅出 令人 叹服 有幸 赵 教授 校 讲学 距离 聆听 讲道 ,0,3,网易江西省上饶网友：,1
465,487,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 教授 讲 太 中国 文化 历史 博大精深 希望 国人 学习 受益匪浅 ,0,12,网易陕西省咸阳网友：,1
466,488,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",为啥 5倍 播放 ,0,0,网易河南省濮阳手机网友：,2
467,489,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",中国 顶级 老师 顶级 公开 课 ,0,0,网易山东省潍坊手机网友&nbsp;有态度网友06Od6a： ,0
468,490,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",节 课程 手机 客户 端 找 ,0,0,网易北京市东城区网友：,2
469,491,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",节 课程 手机 客户 端 找 ,0,1,网易北京市东城区网友：,2
470,493,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 真 生动 ,0,0,网易辽宁省大连网友：,1
471,494,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",结束 尽兴 ,0,9,网易河北省保定网友：,0
472,495,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",老师 幽默 有趣 有人 情味 ,0,0,网易山东省手机网友&nbsp;有态度网友06IOGI： ,1
473,496,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",这是 听到 讲 至少 100部 网易 讲座 ,0,4,网易江苏省扬州手机网友&nbsp;oep2jt9mlfb0ce0b3bf52d18735fc2b7816bfb487d： ,0
474,497,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",严肃 19集 终于 憋 艾玛赵 老师 老人家 洗 脑神曲 淡定 念 惊呆 ,0,3,网易湖北省咸宁手机网友&nbsp;oep2jt0fbwe7b016576a0aeac322d08d5653eadc96： ,0
475,498,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 真 受 教 ,0,6,网易安徽省合肥手机网友&nbsp;wangjianshuangng： ,3
476,499,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 真 受 教 ,0,1,网易安徽省合肥手机网友&nbsp;wangjianshuangng： ,3
477,500,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",受益匪浅 受教 ,0,2,网易安徽省合肥手机网友&nbsp;wangjianshuangng： ,3
478,501,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赞赞 ㄒ  ㄑ ,0,1,网易辽宁省抚顺手机网友：,0
479,502,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",两年 前 一遍 一遍 依然 吸引 新 感悟 讲 太 ,0,1,网易天津市北辰区手机网友：,3
480,503,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 棒 ,0,1,网易天津市网友：,1
481,504,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",从头到尾 听 完 进 跳课 想 说 字 ,0,0,网易安徽省亳州手机网友&nbsp;dengyunfei1982126： ,0
482,505,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",缘分 听 课 前 世修 数百年 缘分 ,0,1,网易浙江省嘉兴网友：,0
483,506,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 课 讲 受益匪浅 谢谢 北华大学 陈建光 ,0,0,网易吉林省吉林市手机网友：,3
484,507,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",谢谢 赵 老师 精彩 讲授 mo o c 赵 老师 优秀 富有 激 意 犹 未 ,0,0,网易内蒙古自治区呼伦贝尔网友：,1
485,508,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 真 传统 文化 剔除 偏见 学 国学 精髓 ,0,0,网易湖南省长沙网友：,0
486,509,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 讲 听 2遍 收获 感谢 网易 公开 课 ,0,0,网易上海市闵行区网友：,3
487,510,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",赵 老师 课 浏览 往返 ,0,0,网易安徽省淮南网友：,0
488,511,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",精 慧心 ,0,1,网易上海市闵行区网友：,0
489,513,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 太 支持 赵 教授 ,0,16,网易广东省广州网友&nbsp;新北哥： ,1
490,514,中央民族{##大学##}{##公开课##}：中华文化20讲,"中华文化20讲,哲学,中央民族{##大学##},赵士林,{##中国##}{##大学##}{##视频##}{##公开课##},",大学 师 赵师 博学 风趣 大学生 逃课 人数 大幅 下降 大学 师 听 赵师 课 深感 惭愧 做 事 力争 做 博学 风趣 老师 ,1,28,网易江苏省苏州网友&nbsp;cheerfulgroup： ,1
491,515,北京{##大学##}{##公开课##}《电磁学》,"物理，国内，{##中国##}{##大学##}{##视频##}{##公开课##},",喜欢 黑板 老师 ,0,8,网易浙江省宁波手机网友&nbsp;forrestlizzy： ,0
492,516,复旦{##大学##}{##公开课##}：病原生物与人类,"医学,病原生物与人类,邵红霞,{##中国##}{##大学##}{##视频##}{##公开课##},复旦{##大学##},基础医学,",谢谢 老师 网易 ,1,0,网易天津市手机网友&nbsp;20105200： ,0
493,517,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",佛教 非 宗教 非 哲学 大学 里 讲 成 正 法 可怜 b r 佛法 真谛 佛教 佛 教育 近代 宗教 指 基督教 新教 东正教 伊斯兰教 类 中国 原本 宗教 字 宗门 教 简称 宗门 指禅 宗 教 指华 严宗 净土宗 天台宗 法相宗 律宗 三论宗 意义 宗教 词 无涉 br>大学 里 佛学 学术 化 无益 入宝山 空 回 无益 佛教 狗尾续貂 掺浊 水 法乳 佛法 弘扬 得力 躬行 实践 真实 修证 德 化 妄想 耶 ,6,4,网易江苏省苏州网友：,0
494,518,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",这是 讲 佛学 讲 佛教 ,0,0,网易重庆市沙坪坝区手机网友：,0
495,519,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",不愧 学者 地道 ,0,0,网易四川省手机网友&nbsp;有态度网友07sKYY： ,0
496,520,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",讲 根 普 通俗性 佛教 中国 化 辣么 简单 ,0,0,网易上海市杨浦区手机网友&nbsp;小年糕的奋斗史： ,0
497,521,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",彼岸 佛菩萨 教 学 无术 ,1,1,网易北京市朝阳区网友&nbsp;visade0： ,0
498,522,人民{##大学##}{##公开课##}：薪火传承·{##中国##}传统哲学通论 ,"传统哲学,宋志明,哲学,{##中国##}{##大学##}{##视频##}{##公开课##},",懂 岸 彼岸 般 玄学 傻 逼 ,2,0,网易北京市朝阳区网友&nbsp;visade0： ,0
